goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;successfulDribblesPercentage;tackles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;expectedGoals;errorLeadToGoal;errorLeadToShot;passToAssist;rating;player;team
0.11;0.11;0.0;4.37;56.16;1.28;52.17;0.75;31.82;2.35;0.11;71.94;5.65;55.21;90;1.28;0.85;0.32;2.35;0;0;0;1.39;0.32;0;0;0;0;8.21;0.11;27.62;0.53;0.64;20.0;2.13;45.45;0.96;2.35;0.75;0.0;1.28;0.32;0.0;8.33;0.0;0.21;0.0;0;0.0;0;6.7;Simón Contreras;Deportes Magallanes
0.0;0.0;0.0;2.57;41.27;0.1;33.33;0.79;34.78;0.79;0.2;83.38;2.66;40.91;90;0.99;0.1;1.28;2.17;0;0;0;1.48;0.1;0;0;0;0;12.24;0.3;28.22;2.07;1.78;26.09;0.39;44.44;0.0;0.2;0.89;0.2;1.68;0.39;0.49;0.0;0.0;0.1;0.0;0;0.0;0;6.68;Bastián Yáñez;Unión Española
0.0;0.0;0.0;2.13;50.0;8.5;54.55;0.71;100.0;1.42;0.0;47.37;10.63;53.57;90;0.0;2.83;0.0;4.96;0;0;0;2.13;0.0;0;0;0;0;3.54;0.0;12.76;0.0;0.0;0.0;0.0;0.0;0.0;0.71;0.0;0.0;1.42;0.0;0.0;0.0;1.42;0.71;0.0;0;0.0;0;6.67;Hernán Rivero;Palestino
0.68;0.27;0.0;2.03;31.25;3.38;56.82;0.14;20.0;0.95;0.14;63.89;5.41;43.48;90;0.95;2.43;1.08;3.51;0;0;0;1.62;0.41;0;0;0;0;4.73;0.27;12.43;1.76;0.0;0.0;0.54;50.0;0.54;1.62;0.68;1.08;4.59;1.89;0.27;14.71;0.27;1.22;0.0;0;0.0;0;6.67;Manuel López;Deportes Copiapó
0.13;0.39;0.0;2.49;41.3;0.92;30.43;0.26;16.67;1.05;0.26;67.5;3.41;37.68;90;1.18;0.79;0.79;2.62;0;0;0;1.31;0.13;0;0;0;0;5.77;0.39;14.17;1.05;0.13;25.0;1.05;44.44;0.39;1.84;0.66;0.26;1.71;0.92;0.0;7.69;0.0;0.26;0.0;0;0.0;0;6.66;Pedro Sánchez;Everton de Viña del Mar
0.33;0.49;0.0;2.78;34.0;0.49;60.0;1.47;50.0;0.82;0.16;71.57;3.27;36.36;90;0.49;1.64;2.13;2.29;0;0;0;1.31;0.33;0;0;0;0;6.38;0.33;11.95;1.31;0.33;18.18;0.33;40.0;0.65;0.65;0.33;0.0;2.13;0.65;0.49;15.38;0.0;0.49;;0;0.0;0;6.66;Juan Carlos Gaete;Unión La Calera
0.0;0.0;0.0;4.57;43.75;0.65;20.0;1.3;25.0;1.96;0.65;91.18;5.22;38.1;90;1.3;0.0;1.3;4.57;0;0;0;1.96;0.0;0;0;0;0;9.13;0.65;20.22;2.61;0.0;0.0;1.3;100.0;1.3;1.3;0.65;0.65;3.26;1.3;0.0;0.0;0.0;0.65;;0;0.0;0;6.66;Luca Pontigo;Deportes Copiapó
0.0;0.0;0.0;5.56;50.0;0.69;26.67;1.39;47.06;2.43;0.0;75.98;6.25;45.57;90;1.74;0.87;1.74;3.82;0;0;0;2.43;0.17;0;0;0;0;11.81;0.0;26.93;2.26;0.35;15.38;0.69;50.0;0.87;1.04;1.56;0.0;2.95;0.52;1.04;0.0;0.17;0.0;;0;0.0;0;6.65;Felipe Fritz;Curicó Unido
0.0;0.53;0.0;4.81;55.1;0.53;37.5;1.78;62.5;1.6;0.18;75.56;5.35;52.63;90;1.43;0.89;0.89;2.32;0;0;0;0.89;0.0;0;0;0;0;5.35;0.18;12.12;0.71;0.36;50.0;0.36;28.57;0.53;0.36;1.07;0.36;1.25;0.89;0.18;0.0;0.0;0.0;0.0;0;0.0;0;6.64;Renato Huerta;Universidad de Chile
0.21;0.62;0.0;1.23;31.58;2.67;65.0;0.0;0.0;0.41;0.41;64.44;3.9;48.72;90;0.82;1.64;1.23;2.26;0;0;0;2.05;0.21;0;0;0;0;5.75;0.0;11.92;1.03;0.21;33.33;0.62;75.0;0.0;1.03;0.21;0.41;2.47;0.41;0.62;8.33;0.21;0.41;;0;0.0;0;6.64;Matías Donoso;O'Higgins
0.16;0.08;0.0;1.73;28.77;1.48;27.69;0.74;28.13;0.58;0.08;76.08;3.21;28.26;90;0.41;1.15;1.15;1.73;0;0;0;1.07;0.33;0;0;0;0;6.83;0.08;15.97;1.48;0.08;50.0;0.66;72.73;0.25;0.33;0.25;0.16;1.73;0.74;0.25;9.52;0.08;0.33;;0;0.0;0;6.62;Andrés Vilches;Ñublense
0.25;0.12;0.0;3.97;42.11;1.74;48.28;1.74;35.9;1.24;0.12;63.68;5.71;43.81;90;0.99;0.5;1.49;1.74;0;0;0;1.37;0.12;0;0;0;0;5.71;0.12;15.02;0.99;0.5;11.76;0.62;35.71;0.0;0.5;0.37;0.37;2.11;0.74;0.37;11.76;0.0;0.37;0.0;0;0.0;0;6.6;Leonardo Sequeira;Everton de Viña del Mar
0.0;1.73;0.0;3.46;33.33;0.0;0.0;0.0;0.0;1.73;1.73;76.47;3.46;28.57;90;1.73;3.46;0.0;8.65;0;0;0;1.73;0.0;0;0;0;0;8.65;0.0;45.0;5.19;0.0;0.0;1.73;20.0;0.0;0.0;3.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;6.6;Luis Hernández;Universidad Católica
0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;90;0.0;10.0;0.0;10.0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0;6.6;Emiliano Ramos;Everton de Viña del Mar
0.0;0.0;0.0;5.63;50.0;0.0;0.0;5.63;100.0;0.0;0.0;75.0;5.63;33.33;90;0.0;5.63;0.0;5.63;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;16.88;0.0;0.0;0.0;5.63;100.0;0.0;5.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0;6.6;Lucas Di Maio;Cobresal
0.0;0.0;0.0;15.0;60.0;0.0;0.0;0.0;0.0;10.0;0.0;75.0;15.0;50.0;90;5.0;0.0;10.0;10.0;0;0;0;10.0;0.0;0;0;0;0;10.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;6.6;Matías Retamal;Curicó Unido
0.48;0.24;0.0;3.61;31.25;0.96;44.44;1.44;37.5;0.96;0.0;69.05;4.57;33.33;90;1.2;2.41;2.41;3.13;0;0;0;1.68;0.48;0;0;0;0;4.33;0.0;13.96;0.96;0.0;0.0;0.24;33.33;0.0;0.24;0.72;0.0;1.93;0.72;0.48;25.0;0.0;0.96;;0;0.0;0;6.59;Alexander Oroz;Colo Colo
0.06;0.06;0.0;5.68;40.87;0.54;24.32;2.18;38.3;1.69;0.06;71.43;6.23;38.58;90;1.81;2.36;1.99;1.51;0;0;0;0.97;0.18;0;0;0;0;8.34;0.0;17.23;1.33;1.15;27.94;1.09;54.55;0.18;0.3;0.6;0.12;1.63;0.42;0.48;3.7;0.0;0.6;0.0;0;0.0;0;6.59;Bayron Oyarzo;Ñublense
0.22;0.44;0.0;3.97;51.43;2.43;55.0;0.66;60.0;1.32;0.22;67.0;6.4;52.73;90;1.99;1.99;1.54;2.87;0;0;0;1.76;0.22;0;0;0;0;4.85;0.22;14.78;0.44;0.0;0.0;0.22;50.0;0.44;1.54;0.22;1.1;2.43;1.1;0.22;9.09;0.0;0.44;0.0;0;0.0;0;6.59;Pablo Daniel Magnin;Huachipato
0.0;0.0;0.0;2.48;34.62;0.55;40.0;0.55;33.33;1.93;0.55;58.33;3.04;35.48;90;0.0;0.55;1.66;2.76;0;0;0;1.66;0.0;0;0;0;0;8.28;0.28;17.39;1.1;0.28;14.29;1.1;26.67;0.83;0.0;1.38;0.28;1.38;0.28;0.55;0.0;0.0;0.28;0.0;0;0.0;0;6.58;Martín Maturana;O'Higgins
0.0;0.0;0.0;4.63;42.31;0.42;50.0;1.26;50.0;1.68;0.0;72.06;5.05;42.86;90;1.68;1.68;2.52;3.36;0;0;0;0.84;0.0;0;0;0;0;10.51;0.0;20.61;1.26;0.0;0.0;2.1;55.56;0.42;0.42;0.84;0.0;0.84;0.42;0.0;0.0;0.0;0.84;;0;0.0;0;6.58;Matías Moya;Colo Colo
0.13;0.34;0.07;4.04;41.67;0.34;22.73;0.81;35.29;1.41;0.0;74.61;4.38;39.16;90;1.82;1.95;1.55;1.82;0;0;0;1.28;0.2;0;0;0;0;9.03;0.07;22.37;0.74;0.4;13.04;0.61;33.33;0.34;0.67;0.67;0.0;1.82;0.94;0.27;7.41;0.13;0.2;;0;0.0;0;6.57;Julián Alfaro;Deportes Magallanes
0.06;0.35;0.12;4.16;38.1;1.27;47.83;1.79;42.47;1.27;0.0;67.53;5.43;40.0;90;1.1;1.62;2.14;1.39;0;0;0;1.16;0.0;0;0;0;0;9.48;0.0;18.03;0.64;0.46;22.86;0.58;41.67;0.81;0.64;0.81;0.12;2.2;0.69;0.58;2.63;0.12;0.58;;0;0.0;0;6.57;Michael Fuentes;Audax Italiano
0.37;0.0;0.0;1.84;35.71;0.37;14.29;0.55;33.33;0.92;0.18;60.96;2.21;28.57;90;0.37;0.92;1.11;3.14;0;0;0;1.11;0.18;0;0;0;0;5.53;0.18;16.41;1.11;0.55;42.86;0.37;33.33;0.0;0.18;0.18;0.37;3.14;1.11;0.18;11.76;0.0;0.92;;0;0.0;0;6.56;Vicente Conelli;Unión Española
0.0;0.73;0.0;6.53;45.0;0.0;0.0;0.73;20.0;3.63;0.73;73.81;6.53;42.86;90;2.18;1.45;3.63;2.9;0;0;0;0.0;0.73;0;0;0;0;11.61;0.0;22.5;1.45;2.18;60.0;0.73;100.0;0.73;0.0;0.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0;6.55;Marco Rojas;Colo Colo
0.0;0.0;0.0;1.91;50.0;0.96;9.09;0.0;0.0;0.96;0.0;77.78;2.87;20.0;90;0.96;1.91;0.0;7.66;0;0;0;0.96;0.0;0;0;0;0;7.66;0.0;20.11;2.87;0.0;0.0;0.96;50.0;0.0;1.91;0.0;0.96;4.79;1.91;0.96;0.0;0.0;0.0;0.0;0;0.0;0;6.54;César Huanca;Coquimbo Unido
0.0;0.0;0.0;8.35;56.25;0.0;0.0;4.64;83.33;2.78;0.0;60.0;8.35;45.0;90;0.93;1.86;2.78;9.28;0;0;0;0.0;0.93;0;0;0;0;5.57;0.0;11.13;0.0;0.93;25.0;0.0;0.0;0.0;0.0;0.93;0.0;0.93;0.0;0.93;0.0;0.93;0.0;;0;0.0;0;6.51;Franco Lobos;Universidad de Chile
0.0;0.0;0.0;4.29;50.0;0.0;0.0;2.14;50.0;0.0;0.0;100.0;4.29;50.0;90;2.14;0.0;0.0;6.43;0;0;0;0.0;0.0;0;0;0;0;12.86;0.0;17.14;0.0;0.0;0.0;4.29;100.0;0.0;0.0;2.14;0.0;4.29;0.0;4.29;0.0;0.0;0.0;;0;0.0;0;6.5;Matías Meneses;O'Higgins
0.0;0.0;0.0;4.0;50.0;2.0;50.0;2.0;50.0;2.0;0.0;75.0;6.0;50.0;90;0.0;0.0;0.0;2.0;0;0;0;0.0;2.0;0;0;0;0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;6.5;Benjamín Ortíz;Curicó Unido
0.0;0.0;0.0;1.4;28.57;1.4;40.0;0.0;0.0;1.4;0.0;67.86;2.79;33.33;90;0.0;1.4;0.7;5.58;0;0;0;1.4;0.7;0;0;0;0;11.16;0.0;26.51;1.4;2.79;66.67;2.09;33.33;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0;6.49;Nicolás Aedo;Unión La Calera
0.0;0.72;0.0;4.7;30.95;0.36;16.67;2.17;46.15;2.17;0.36;68.75;5.06;29.17;90;0.36;2.53;4.34;3.25;0;0;0;0.36;0.36;0;0;0;0;10.12;0.36;23.86;1.08;0.36;10.0;1.08;75.0;0.36;0.0;1.08;0.0;0.72;0.0;0.36;0.0;0.0;0.0;;0;0.0;0;6.47;Thomas Rodríguez;Unión Española
0.0;0.0;0.0;2.0;33.33;0.0;0.0;0.67;33.33;0.0;0.0;76.47;2.0;25.0;90;1.33;1.33;1.33;2.0;0;0;0;1.33;0.67;0;0;0;0;3.33;0.0;17.33;1.33;0.67;50.0;1.33;50.0;1.33;0.0;0.0;0.0;1.33;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;6.43;Cristian Bustamante;Curicó Unido
0.0;0.0;0.0;2.6;31.58;2.16;71.43;0.87;22.22;0.43;0.0;69.23;4.76;42.31;90;1.3;0.87;1.3;1.73;0;0;0;1.3;0.43;0;0;0;0;4.76;0.0;15.58;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;6.43;Ian Aliaga;Curicó Unido
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;90;0.0;0.0;9.0;9.0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0;6.4;Axel Cerda;Universidad Católica
0.0;0.0;0.0;2.0;16.67;4.0;66.67;2.0;50.0;0.0;0.0;66.67;6.0;33.33;90;0.0;2.0;6.0;2.0;0;0;0;2.0;0.0;0;0;0;0;8.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0;6.4;Diego Ossa;Universidad Católica
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.33;0.0;0.0;90;0.0;0.0;3.0;6.0;0;0;0;3.0;0.0;0;0;0;0;15.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0;6.4;Martín Araya;Palestino
0.0;1.14;0.0;0.0;0.0;2.28;50.0;0.0;0.0;0.0;0.0;84.62;2.28;33.33;90;0.0;1.14;0.0;3.42;0;0;0;2.28;1.14;0;0;0;0;6.84;0.0;12.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.14;0.0;1.14;0.0;0.0;0.0;;0;0.0;0;6.37;Alonso Barría;Deportes Magallanes
0.0;0.0;0.0;2.55;25.0;0.0;0.0;0.85;25.0;0.85;0.0;75.0;2.55;25.0;90;0.85;0.85;3.4;2.55;0;0;0;1.7;0.85;0;0;0;0;4.25;0.0;17.83;0.85;0.0;0.0;0.0;0.0;0.0;0.85;0.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;0.0;0;6.23;Benjamin Osses;Cobresal
