goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;successfulDribblesPercentage;tackles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;expectedGoals;errorLeadToGoal;errorLeadToShot;passToAssist;rating;minutesplayed;player;team
0;2;0;41;58.57;2;16.67;5;50.0;30;0;73.12;43;52.44;967;6;9;5;15;0;0;0;11;2;0;0;0;0;44;1;204;8;0;0.0;10;34.48;19;9;11;0;3;2;0;0.0;0;0;0.0;0;0;0;6.74;967;Augusto Max;Unión La Calera
0;7;0;100;57.14;29;60.42;4;80.0;78;0;75.57;129;57.85;2030;18;26;11;26;0;0;0;34;5;0;0;0;0;105;0;634;8;0;0.0;46;40.0;20;50;40;0;22;7;6;0.0;1;0;0.0;0;0;0;6.74;2030;Agustin Nadruz;Curicó Unido
0;1;0;8;80.0;0;0.0;2;100.0;3;0;37.5;8;66.67;36;3;1;0;3;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0.0;0;0.0;1;1;1;0;1;0;0;0.0;0;0;;0;0;0;6.73;36;Lucas Paez;O'Higgins
0;0;0;12;41.38;3;37.5;3;42.86;9;0;79.56;15;40.54;495;0;3;9;6;0;0;0;8;1;0;0;0;0;104;2;292;10;7;43.75;36;66.67;0;0;3;3;8;2;1;0.0;1;0;;0;0;0;6.73;495;César Cortés;Deportes Magallanes
0;0;0;31;59.62;8;53.33;6;33.33;16;0;63.38;39;58.21;474;9;4;6;10;0;0;0;8;0;0;0;0;0;37;1;90;5;2;20.0;5;50.0;0;2;0;0;11;3;3;0.0;0;0;0.0;0;0;0;6.73;474;Alessandro Riep;Audax Italiano
1;2;0;41;56.16;11;50.0;8;66.67;29;1;78.36;52;54.74;1039;4;11;7;23;0;0;0;12;0;0;0;0;0;107;0;297;7;4;26.67;18;43.9;4;4;10;2;34;7;11;2.94;1;2;;0;0;0;6.73;1039;Diego Fernández;O'Higgins
0;2;0;35;62.5;6;60.0;6;66.67;20;0;74.52;41;62.12;338;9;6;7;16;0;0;0;2;1;0;0;0;0;33;0;117;2;0;0.0;12;60.0;3;5;5;0;7;2;3;0.0;0;0;0.0;0;0;0;6.73;338;Bryan Soto;Everton de Viña del Mar
1;5;0;89;45.41;9;45.0;29;53.7;42;0;70.13;98;45.37;1985;18;19;27;29;0;0;0;28;6;0;0;0;0;183;3;608;25;24;32.88;76;45.24;23;10;37;0;31;11;11;3.23;2;0;0.0;0;0;0;6.73;1985;Iván Rozas;Deportes Copiapó
1;10;1;87;44.39;17;42.5;2;33.33;66;1;80.1;104;44.07;2162;19;55;23;25;0;0;0;27;3;0;0;0;0;170;0;769;7;2;13.33;67;52.34;23;37;31;1;17;4;1;5.88;0;2;0.0;0;0;0;6.72;2162;Dylan Glaby;Coquimbo Unido
4;4;0;65;39.39;5;27.78;17;42.5;20;2;75.85;70;38.25;1473;28;19;52;25;0;0;0;13;1;0;0;0;0;202;7;468;25;10;18.52;25;50.0;6;0;8;3;30;13;12;13.33;0;0;0.0;0;0;0;6.71;1473;Brayan Palmezano;Huachipato
0;1;0;14;60.87;2;33.33;0;0.0;11;0;78.46;16;55.17;265;3;5;2;9;0;0;0;1;2;0;0;0;0;19;0;102;3;0;0.0;16;59.26;2;4;2;0;3;1;1;0.0;0;0;;0;0;0;6.71;265;Diego Urzúa;Curicó Unido
1;4;0;66;52.8;12;42.86;17;50.0;35;1;70.34;78;50.98;1591;14;19;11;25;0;0;0;21;4;0;0;0;0;119;0;453;13;11;18.64;34;40.48;17;22;12;0;17;5;5;5.88;0;1;0.0;0;0;0;6.7;1591;Jorge Espejo;Everton de Viña del Mar
0;3;0;30;44.78;11;68.75;2;22.22;22;1;78.06;41;49.4;767;6;17;10;12;0;0;0;13;0;0;0;0;0;71;1;242;11;1;14.29;16;47.06;12;7;5;0;6;1;1;0.0;0;0;0.0;0;0;0;6.7;767;Renato Cordero;Universidad de Chile
0;0;0;6;66.67;0;0.0;0;0.0;4;0;86.67;6;54.55;106;2;1;1;2;0;0;0;0;0;0;0;0;0;7;0;13;0;0;0.0;2;66.67;2;0;0;0;0;0;0;0.0;0;0;;0;0;0;6.7;106;Bryan González;Universidad Católica
3;1;1;54;54.55;2;28.57;28;68.29;8;0;80.56;56;52.83;1161;18;2;22;25;0;0;0;23;1;0;0;0;0;135;1;290;16;4;14.81;24;68.57;6;1;8;1;21;8;5;14.29;0;1;0.0;0;0;0;6.7;1161;Lucas Assadi;Universidad de Chile
1;2;0;63;47.37;3;18.75;22;53.66;24;2;84.2;66;44.3;1077;17;22;19;22;0;0;0;13;3;0;0;0;0;152;1;389;14;6;14.63;8;36.36;7;5;11;2;26;6;7;3.85;0;3;;0;0;0;6.69;1077;Thomas Jones;Deportes Magallanes
0;2;0;37;42.05;7;63.64;19;59.38;16;1;78.4;44;44.44;903;2;13;16;20;0;0;0;11;2;0;0;0;0;127;3;392;15;13;33.33;25;52.08;11;6;9;0;10;2;4;0.0;0;0;;1;0;0;6.69;903;Brayan Garrido;Unión La Calera
0;0;0;46;58.23;0;0.0;5;50.0;20;0;82.56;46;54.12;761;21;11;10;21;0;0;0;9;2;0;0;0;0;98;0;284;8;6;35.29;19;54.29;7;2;8;1;13;2;5;0.0;0;0;0.0;0;0;0;6.69;761;Rodrigo Cisterna;Ñublense
1;0;0;4;50.0;2;100.0;2;50.0;0;0;61.11;6;60.0;122;2;1;1;8;0;0;0;2;1;0;0;0;0;10;1;22;1;1;14.29;0;0.0;0;0;0;0;4;3;1;25.0;0;1;;0;0;0;6.69;122;Bairo Riveros;Unión La Calera
0;2;0;27;45.0;7;63.64;3;75.0;18;0;75.54;34;47.89;544;6;8;11;8;0;0;0;3;2;0;0;0;0;48;0;210;3;0;0.0;32;52.46;14;7;13;0;1;0;1;0.0;0;0;;0;0;0;6.69;544;Nelson Acevedo;Unión La Calera
2;0;1;33;44.59;2;28.57;8;47.06;10;1;66.24;35;43.21;781;15;16;13;14;0;0;0;12;1;0;0;0;0;52;1;104;11;8;15.38;7;46.67;2;2;5;2;28;12;8;7.14;2;5;0.0;0;0;0;6.69;781;Reiner Castro;Deportes Copiapó
0;7;1;84;47.73;23;62.16;9;56.25;49;0;80.88;107;50.23;2439;26;34;23;28;0;0;0;32;4;0;0;0;0;193;0;1100;6;1;11.11;130;62.8;37;32;30;0;8;1;2;0.0;0;0;0.0;0;0;0;6.68;2439;Ignacio Saavedra;Universidad Católica
0;7;1;54;43.55;16;41.03;10;37.04;40;0;77.15;70;42.94;1975;5;24;7;27;0;0;0;25;6;0;0;0;0;133;2;520;12;4;11.11;56;58.33;35;37;23;0;13;3;3;0.0;0;0;0.0;0;0;0;6.67;1975;Esteban Valencia;Unión La Calera
1;1;0;8;33.33;2;20.0;2;28.57;6;0;70.09;10;29.41;217;0;3;4;10;0;0;0;1;0;0;0;0;0;35;1;82;4;3;30.0;6;42.86;1;1;4;0;7;4;1;14.29;0;0;0.0;0;0;0;6.67;217;Diego Acevedo;Unión Española
0;0;0;1;50.0;0;0.0;0;0.0;1;0;68.75;1;50.0;59;0;0;0;3;0;0;0;0;1;0;0;0;0;3;1;11;1;0;0.0;2;100.0;0;1;0;0;1;0;0;0.0;0;0;;0;0;0;6.67;59;Jeisson Vargas;Universidad de Chile
1;0;1;39;48.75;8;36.36;6;60.0;31;1;74.9;47;46.08;1070;2;10;4;23;0;0;0;13;1;0;0;0;0;124;0;373;9;7;21.88;29;43.28;10;27;24;0;9;2;3;11.11;0;1;0.0;0;0;0;6.67;1070;Felipe Massri;Unión Española
3;5;2;87;46.52;10;43.48;36;54.55;37;4;69.19;97;46.19;1688;14;30;26;26;0;0;0;18;2;0;0;0;0;165;4;366;32;21;32.31;24;42.11;14;3;14;1;32;7;10;9.38;0;10;0.0;0;0;0;6.66;1688;Jonathan Benítez;Palestino
0;0;0;1;50.0;0;0.0;0;0.0;1;0;80.0;1;50.0;26;0;1;0;2;0;0;0;0;0;0;0;0;0;3;0;4;2;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;;0;0;0;6.65;26;Juan Francisco Rossel;Universidad Católica
0;3;0;38;49.35;12;48.0;2;33.33;28;0;79.15;50;49.02;1054;8;14;11;17;0;0;0;13;1;0;0;0;0;94;1;410;10;1;100.0;32;47.06;11;17;11;1;9;2;4;0.0;0;1;0.0;0;0;0;6.64;1054;Emanuel Cecchini;Unión Española
2;2;0;18;46.15;1;11.11;5;35.71;6;1;70.39;19;39.58;445;7;4;4;23;0;0;0;7;1;0;0;0;0;46;1;107;10;9;25.0;5;35.71;2;3;4;0;9;6;0;22.22;0;1;0.0;0;0;0;6.63;445;Nicolas Rivera;Coquimbo Unido
0;7;1;62;45.26;11;47.83;11;39.29;26;2;78.77;73;45.63;1536;25;21;24;22;0;0;0;22;3;0;0;0;0;144;0;616;11;10;28.57;64;53.33;14;11;15;0;28;6;8;0.0;0;0;0.0;0;1;0;6.62;1536;Manuel Rivera;Ñublense
0;1;0;22;64.71;3;60.0;3;50.0;15;0;76.74;25;64.1;334;4;3;2;12;0;0;0;7;2;0;0;0;0;16;0;99;1;0;0.0;10;50.0;6;5;4;0;0;0;0;0.0;0;0;0.0;0;0;0;6.62;334;Luis Pavez;Coquimbo Unido
0;1;0;16;41.03;11;45.83;0;0.0;11;2;83.73;27;42.86;1019;5;9;4;18;0;0;0;13;4;0;0;0;0;61;0;453;8;0;0.0;42;60.0;14;9;10;0;0;0;0;0.0;0;0;0.0;0;0;0;6.62;1019;Iván Vásquez;Deportes Magallanes
2;1;1;38;43.18;8;66.67;8;53.33;10;5;81.88;46;46.0;992;20;11;18;25;0;0;0;13;1;0;0;0;0;190;3;461;18;4;15.38;25;59.52;9;2;15;2;19;8;4;10.53;0;2;0.0;1;0;0;6.62;992;Bryan Carvallo;Unión Española
0;2;0;23;40.35;6;75.0;6;50.0;12;0;80.2;29;44.62;787;5;9;9;14;0;0;0;16;1;0;0;0;0;55;0;243;8;6;28.57;19;41.3;8;13;10;0;10;0;3;0.0;0;0;0.0;0;0;0;6.61;787;Felipe Ortíz;Curicó Unido
0;2;1;17;42.5;6;54.55;10;76.92;4;0;70.65;23;45.1;444;3;7;9;17;0;0;0;2;0;0;0;0;0;36;0;65;10;2;28.57;3;60.0;1;2;5;0;11;2;1;0.0;0;0;0.0;0;0;0;6.59;444;Claudio Torres;Huachipato
2;5;0;30;38.96;7;50.0;14;58.33;9;0;71.05;37;40.66;461;7;18;17;19;0;0;0;5;2;0;0;0;0;35;1;108;5;3;18.75;10;50.0;3;4;4;2;11;5;3;18.18;0;2;0.0;0;0;0;6.58;461;Felipe Chamorro;Palestino
0;0;0;10;66.67;2;50.0;1;33.33;5;0;72.29;12;63.16;139;4;1;2;8;0;0;0;5;0;0;0;0;0;25;0;60;1;1;20.0;6;60.0;2;1;0;0;0;0;0;0.0;0;0;;0;0;0;6.58;139;Carlo Villanueva;Huachipato
3;0;0;35;32.11;3;15.0;7;28.0;20;1;80.15;38;29.46;932;9;25;20;22;0;0;0;10;1;0;0;0;0;90;1;210;12;4;22.22;10;58.82;8;6;11;3;18;13;3;16.67;0;9;0.0;0;0;0;6.58;932;Alex Valdés;Ñublense
0;1;1;29;52.73;2;25.0;0;0.0;26;1;76.52;31;49.21;524;3;12;5;21;0;0;0;10;1;0;0;0;0;32;1;176;1;0;0.0;30;54.55;7;6;8;0;5;2;2;0.0;0;0;0.0;0;0;0;6.58;524;Nicolás Meza;Palestino
0;0;1;17;37.78;24;48.98;8;66.67;7;1;63.99;41;43.62;772;2;8;10;19;0;0;0;3;1;0;0;0;0;85;2;199;11;8;23.53;6;28.57;6;3;8;0;8;0;4;0.0;1;5;0.0;0;0;0;6.58;772;Gabriel Norambuena;Unión Española
2;0;0;26;38.24;7;29.17;7;36.84;14;0;76.74;33;35.87;960;5;7;15;16;0;0;0;15;2;0;0;0;0;28;0;165;10;1;5.26;10;47.62;4;5;8;0;12;4;1;16.67;1;6;0.0;0;0;0;6.58;960;Nicolás Barrios;Curicó Unido
1;1;0;11;42.31;3;50.0;3;60.0;5;0;75.0;14;43.75;270;3;8;3;13;0;0;0;6;0;0;0;0;0;16;0;78;2;1;25.0;4;30.77;2;1;2;0;6;2;0;16.67;0;0;0.0;0;0;0;6.58;270;Fabián Carmona;Coquimbo Unido
0;0;0;4;33.33;2;100.0;2;66.67;0;0;86.32;6;42.86;243;2;1;4;4;0;0;0;1;1;0;0;0;0;20;0;82;0;0;0.0;7;58.33;2;1;2;0;2;1;0;0.0;1;0;0.0;0;0;0;6.58;243;Ignacio Pacheco;Cobresal
0;2;0;12;60.0;2;28.57;1;100.0;5;0;74.03;14;51.85;398;6;4;0;10;0;0;0;4;0;0;0;0;0;33;0;114;1;1;100.0;12;63.16;2;8;4;0;1;0;0;0.0;0;0;0.0;0;0;0;6.58;398;Cristóbal Castillo;O'Higgins
0;0;0;20;66.67;1;16.67;6;66.67;6;0;83.06;21;58.33;372;8;0;2;12;0;0;0;7;0;0;0;0;0;48;0;103;7;3;21.43;4;57.14;2;0;5;3;13;1;2;0.0;0;0;0.0;0;0;0;6.58;372;Manuel Vicuna;Deportes Magallanes
1;0;0;31;43.66;3;33.33;3;37.5;14;1;72.05;34;42.5;497;14;9;13;20;0;0;0;6;3;0;0;0;0;57;0;165;4;4;44.44;24;63.16;9;4;13;1;16;4;4;6.25;0;1;0.0;0;0;0;6.57;497;Walter Rueda;Cobresal
0;0;0;16;43.24;1;20.0;3;60.0;10;1;74.25;17;40.48;307;3;6;8;12;0;0;0;5;0;0;0;0;0;37;0;124;4;4;40.0;9;34.62;3;1;5;0;8;1;6;0.0;0;0;;0;0;0;6.56;307;Branco Provoste;Ñublense
0;1;0;21;39.62;2;50.0;5;55.56;11;1;76.41;23;40.35;645;5;5;14;16;0;0;0;6;1;0;0;0;0;58;2;149;13;2;33.33;10;66.67;3;3;10;2;11;4;2;0.0;1;1;0.0;0;0;0;6.55;645;Luis Vasquez;Cobresal
0;0;0;6;54.55;4;50.0;2;100.0;3;0;82.69;10;52.63;141;1;1;4;3;0;0;0;3;0;0;0;0;0;10;0;43;2;0;0.0;1;25.0;0;2;0;0;1;0;1;0.0;0;0;;0;0;0;6.55;141;Felipe Gallegos;Universidad de Chile
1;3;0;25;35.71;0;0.0;7;36.84;4;1;71.66;25;32.89;538;14;15;10;16;0;0;0;7;2;0;0;0;0;60;2;134;11;5;25.0;8;42.11;3;2;9;0;12;3;3;8.33;0;2;;0;0;0;6.54;538;Pablo Aránguiz;Ñublense
0;0;0;7;58.33;0;0.0;3;75.0;0;0;77.01;7;41.18;190;4;1;1;10;0;0;0;3;1;0;0;0;0;24;1;67;2;0;0.0;10;55.56;1;0;2;0;1;0;0;0.0;0;0;;0;0;1;6.53;190;Maicol León;Palestino
0;0;0;2;40.0;0;0.0;0;0.0;1;0;58.33;2;33.33;69;1;2;1;4;0;0;0;2;0;0;0;0;0;1;0;14;0;0;0.0;2;33.33;2;0;0;0;3;1;1;0.0;0;0;0.0;0;0;0;6.53;69;Dilan Salgado;Palestino
0;1;0;13;43.33;2;28.57;1;12.5;6;0;70.92;15;40.54;314;6;3;1;10;0;0;0;3;0;0;0;0;0;37;0;100;4;3;11.11;5;21.74;2;6;6;0;1;0;0;0.0;0;0;;0;0;0;6.53;314;Cristopher Medina;Everton de Viña del Mar
0;0;0;9;47.37;3;60.0;2;50.0;4;0;70.93;12;50.0;170;3;5;1;8;0;0;0;5;0;0;0;0;0;17;0;61;3;3;27.27;6;35.29;2;0;3;0;2;0;1;0.0;0;0;0.0;0;0;0;6.53;170;Santiago Dittborn;Ñublense
0;0;0;17;45.95;3;37.5;2;50.0;9;1;75.37;20;44.44;942;6;5;3;17;0;0;0;11;4;0;0;0;0;45;0;202;3;4;33.33;14;31.82;2;21;11;0;1;0;0;0.0;0;0;0.0;0;0;0;6.53;942;Yerco Oyanedel;Deportes Copiapó
0;1;1;30;53.57;7;58.33;9;52.94;13;2;70.62;37;54.41;632;8;13;3;10;0;0;0;4;2;0;0;0;0;42;2;137;11;8;53.33;12;38.71;12;12;2;0;6;1;1;0.0;0;0;;0;0;0;6.51;632;Bruno Gutiérrez;Colo Colo
1;0;1;39;47.56;2;13.33;13;46.43;8;1;75.96;41;42.27;482;18;8;14;20;0;0;0;10;0;0;0;0;0;60;0;139;10;4;33.33;11;61.11;6;2;6;2;18;7;8;5.56;0;0;0.0;0;0;0;6.51;482;Jeison Fuentealba;Universidad de Chile
0;4;0;16;29.63;4;26.67;1;25.0;14;1;80.05;20;28.99;947;1;14;9;18;0;0;0;17;2;0;0;0;0;47;0;309;11;3;50.0;24;43.64;8;15;13;0;7;5;0;0.0;0;0;;1;0;0;6.5;947;Luis Cabrera;Deportes Copiapó
0;0;0;2;50.0;0;0.0;1;100.0;0;0;61.54;2;40.0;21;1;2;0;2;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0.0;0;0.0;0;1;0;0;0;0;0;0.0;0;0;;0;0;0;6.5;21;Lucas Soto;Colo Colo
0;0;0;2;40.0;0;0.0;0;0.0;2;0;73.68;2;28.57;31;0;0;0;3;0;0;0;1;0;0;0;0;0;5;0;14;0;0;0.0;2;100.0;0;0;1;0;1;0;0;0.0;0;0;;0;0;0;6.5;31;Jhon Bravo;Coquimbo Unido
0;1;0;2;50.0;0;0.0;0;0.0;1;0;83.33;2;33.33;15;1;2;0;4;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;;0;0;0;6.5;15;Walter Martínez;Ñublense
0;0;0;0;0.0;0;0.0;0;0.0;0;0;0.0;0;0.0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;6.5;9;Mauro Maureira;Unión Española
0;0;0;0;0.0;0;0.0;0;0.0;0;0;66.67;0;0.0;25;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;6.5;25;Farick Haddad;Unión La Calera
0;1;0;14;43.75;0;0.0;1;20.0;13;0;59.02;14;43.75;157;0;4;4;7;0;0;0;3;1;0;0;0;0;8;0;36;1;0;0.0;1;11.11;2;5;6;0;0;0;0;0.0;0;0;;0;0;0;6.47;157;Mauricio Morales;Universidad de Chile
0;0;0;5;62.5;0;0.0;3;100.0;0;0;78.05;5;45.45;122;2;0;1;3;0;0;0;3;1;0;0;0;0;7;0;32;0;1;100.0;4;66.67;1;0;2;0;0;0;0;0.0;0;1;0.0;0;0;0;6.47;122;Dilan Acevedo;Curicó Unido
0;1;0;3;60.0;1;100.0;0;0.0;3;0;61.11;4;66.67;68;0;1;0;4;0;0;0;2;0;0;0;0;0;2;0;11;0;0;0.0;1;33.33;0;4;1;0;0;0;0;0.0;0;0;0.0;0;0;0;6.47;68;Carlos Lobos;Huachipato
0;0;0;3;42.86;0;0.0;1;25.0;1;0;85.71;3;42.86;42;1;1;0;2;0;0;0;0;0;0;0;0;0;10;0;12;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;;0;0;0;6.45;42;Diego Corral;Universidad Católica
0;1;0;7;46.67;0;0.0;4;66.67;1;0;85.0;7;43.75;108;2;1;3;4;0;0;0;2;0;0;0;0;0;9;0;51;0;0;0.0;5;83.33;1;0;2;0;0;0;0;0.0;0;0;;0;0;0;6.45;108;Javier Núñez;Deportes Magallanes
0;0;0;8;30.77;1;50.0;3;37.5;4;0;79.81;9;32.14;188;1;0;8;7;0;0;0;4;0;0;0;0;0;32;0;83;4;1;20.0;5;62.5;1;1;5;0;4;1;0;0.0;0;0;;0;0;0;6.44;188;Andrés Souper;Deportes Magallanes
0;1;0;1;20.0;2;40.0;0;0.0;0;0;60.0;3;30.0;32;1;1;1;3;0;0;0;0;0;0;0;0;0;3;0;9;0;0;0.0;0;0.0;0;1;1;0;0;0;0;0.0;0;0;0.0;0;0;0;6.43;32;Javier Quinones;Audax Italiano
0;1;0;9;40.91;0;0.0;4;57.14;4;0;77.27;9;33.33;157;1;1;7;4;0;0;0;1;0;0;0;0;0;18;0;34;1;2;22.22;0;0.0;1;1;2;0;1;0;0;0.0;0;0;;0;0;0;6.43;157;Jeremy Silva;Unión Española
0;0;0;0;0.0;0;0.0;0;0.0;0;0;0.0;0;0.0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;;0;0;0;6.4;8;Rodrigo Vásquez;Unión Española
0;1;0;2;33.33;0;0.0;1;100.0;0;0;66.67;2;33.33;23;1;2;2;1;0;0;0;0;0;0;0;0;0;1;0;2;1;1;100.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;;0;0;0;6.4;23;Francisco Pena;Deportes Magallanes
0;0;0;0;0.0;0;0.0;0;0.0;0;0;57.14;0;0.0;12;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;4;1;1;100.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;;0;0;0;6.4;12;Iván Garrido;Curicó Unido
0;0;0;2;66.67;1;50.0;1;100.0;0;0;40.0;3;60.0;29;1;0;1;2;0;0;0;0;0;0;0;0;0;3;0;4;2;2;28.57;1;33.33;0;0;0;0;2;0;1;0.0;0;0;;0;0;0;6.4;29;Claudio Espinoza;Unión Española
0;3;2;22;34.92;0;0.0;5;33.33;7;0;75.45;22;31.88;445;10;13;11;22;0;0;0;7;2;0;0;0;0;55;1;126;9;0;0.0;7;53.85;2;2;7;0;11;3;1;0.0;0;1;;0;0;0;6.33;445;Gonzalo Álvarez;Audax Italiano
0;0;0;0;0.0;0;0.0;0;0.0;0;0;50.0;0;0.0;15;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;;0;0;0;6.3;15;Sergio Vergara;Curicó Unido
0;0;1;6;50.0;0;0.0;1;50.0;1;0;85.45;6;50.0;69;4;2;1;2;0;0;0;1;0;0;0;0;0;11;0;47;2;1;100.0;2;100.0;0;0;2;0;1;0;0;0.0;0;0;;0;0;0;6.3;69;Yeiler Góez;Deportes Magallanes
0;0;0;3;42.86;0;0.0;1;100.0;0;0;66.67;3;37.5;73;2;1;4;2;0;0;0;1;1;0;0;0;0;1;0;18;0;0;0.0;1;33.33;0;0;0;0;1;0;0;0.0;0;0;;0;0;0;6.25;73;Rony Albornoz;Curicó Unido
0;0;0;1;33.33;1;100.0;0;0.0;1;0;81.82;2;50.0;16;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;9;0;0;0.0;2;66.67;1;0;0;0;0;0;0;0.0;0;0;0.0;1;0;0;5.1;16;Ian Godoy;Audax Italiano
0;0;0;0;0.0;0;0.0;0;0.0;0;0;0.0;0;0.0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0.0;1;Enzo Fernández;Universidad de Chile
